Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-10 00:00:00+05:30,1450.0,1453.9000244140625,1436.0,1438.5,7913181,0.0,0.0
2025-06-11 00:00:00+05:30,1445.800048828125,1468.5999755859375,1443.0999755859375,1448.9000244140625,8195700,0.0,0.0
2025-06-12 00:00:00+05:30,1453.5,1457.0,1434.4000244140625,1441.5999755859375,8828114,0.0,0.0
2025-06-13 00:00:00+05:30,1424.0,1435.5,1414.300048828125,1427.9000244140625,9757276,0.0,0.0
2025-06-16 00:00:00+05:30,1426.9000244140625,1442.4000244140625,1424.4000244140625,1437.800048828125,8458093,0.0,0.0
2025-06-17 00:00:00+05:30,1448.0,1448.0,1425.800048828125,1431.199951171875,10366599,0.0,0.0
2025-06-18 00:00:00+05:30,1430.0,1442.800048828125,1425.699951171875,1430.0999755859375,6681735,0.0,0.0
2025-06-19 00:00:00+05:30,1430.0999755859375,1439.9000244140625,1425.699951171875,1433.300048828125,10007230,0.0,0.0
2025-06-20 00:00:00+05:30,1431.0,1471.0,1428.0999755859375,1466.199951171875,29010635,0.0,0.0
2025-06-23 00:00:00+05:30,1453.0,1463.800048828125,1442.0,1456.800048828125,5989078,0.0,0.0
2025-06-24 00:00:00+05:30,1465.0,1475.0,1443.0999755859375,1450.800048828125,16402744,0.0,0.0
2025-06-25 00:00:00+05:30,1464.0,1472.4000244140625,1460.5,1467.300048828125,7525851,0.0,0.0
2025-06-26 00:00:00+05:30,1469.0999755859375,1498.800048828125,1465.0999755859375,1495.300048828125,14657893,0.0,0.0
2025-06-27 00:00:00+05:30,1499.4000244140625,1522.0,1496.9000244140625,1515.4000244140625,11117052,0.0,0.0
2025-06-30 00:00:00+05:30,1513.800048828125,1524.800048828125,1496.0,1500.5999755859375,8409527,0.0,0.0
2025-07-01 00:00:00+05:30,1500.5999755859375,1531.4000244140625,1500.0999755859375,1528.4000244140625,10368523,0.0,0.0
2025-07-02 00:00:00+05:30,1528.4000244140625,1530.0,1508.699951171875,1518.800048828125,6361002,0.0,0.0
2025-07-03 00:00:00+05:30,1520.800048828125,1531.9000244140625,1513.0,1517.800048828125,11283291,0.0,0.0
2025-07-04 00:00:00+05:30,1524.0,1530.0,1517.199951171875,1527.300048828125,6603501,0.0,0.0
2025-07-07 00:00:00+05:30,1526.5999755859375,1544.800048828125,1525.0,1541.5,7251074,0.0,0.0
2025-07-08 00:00:00+05:30,1536.0,1544.9000244140625,1530.199951171875,1537.5999755859375,7171261,0.0,0.0
2025-07-09 00:00:00+05:30,1536.699951171875,1551.0,1510.0999755859375,1519.0,8870660,0.0,0.0
2025-07-10 00:00:00+05:30,1519.699951171875,1524.699951171875,1507.5,1517.199951171875,10047129,0.0,0.0
2025-07-11 00:00:00+05:30,1512.0,1515.0,1490.300048828125,1495.199951171875,7234991,0.0,0.0
2025-07-14 00:00:00+05:30,1492.199951171875,1500.0,1479.0999755859375,1483.699951171875,10311846,0.0,0.0
2025-07-15 00:00:00+05:30,1486.199951171875,1496.5,1482.4000244140625,1485.4000244140625,8132454,0.0,0.0
2025-07-16 00:00:00+05:30,1473.0,1491.0,1471.5,1485.5999755859375,10409983,0.0,0.0
2025-07-17 00:00:00+05:30,1487.4000244140625,1489.5999755859375,1473.9000244140625,1476.4000244140625,11854613,0.0,0.0
2025-07-18 00:00:00+05:30,1484.800048828125,1484.800048828125,1469.0999755859375,1476.0,10296318,0.0,0.0
2025-07-21 00:00:00+05:30,1465.0,1476.0,1423.0999755859375,1428.5999755859375,22442744,0.0,0.0
2025-07-22 00:00:00+05:30,1427.4000244140625,1431.9000244140625,1410.699951171875,1412.800048828125,20396320,0.0,0.0
2025-07-23 00:00:00+05:30,1426.0,1426.0,1414.4000244140625,1424.5999755859375,8354596,0.0,0.0
2025-07-24 00:00:00+05:30,1419.199951171875,1423.0,1396.0,1402.9000244140625,14740507,0.0,0.0
2025-07-25 00:00:00+05:30,1398.9000244140625,1401.0,1384.0999755859375,1391.699951171875,11854722,0.0,0.0
2025-07-28 00:00:00+05:30,1392.300048828125,1407.800048828125,1385.0,1387.5999755859375,7748361,0.0,0.0
2025-07-29 00:00:00+05:30,1383.0,1420.199951171875,1383.0,1417.0999755859375,10750072,0.0,0.0
2025-07-30 00:00:00+05:30,1418.0999755859375,1423.300048828125,1401.300048828125,1410.0999755859375,7209849,0.0,0.0
2025-07-31 00:00:00+05:30,1388.0999755859375,1402.5999755859375,1382.199951171875,1390.199951171875,17065827,0.0,0.0
2025-08-01 00:00:00+05:30,1386.9000244140625,1405.9000244140625,1384.300048828125,1393.699951171875,10320668,0.0,0.0
